@SampleID:marmgCAMI2_short_read_sample_0
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE
1737403	species	2157|1462430|1051663||||1737403	Archaea|Candidatus Nanohaloarchaeota|Nanohaloarchaea||||Nanohaloarchaea archaeon SG9	0.171
359303	species	2|1224|1236|135622|267890|22|359303	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella loihica	0.057
404011	species	2|1224|1236|135622|267890|22|404011	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Shewanellaceae|Shewanella|Shewanella piezotolerans	0.142
1736674	species	2|976|117743|200644|49546|261827|1736674	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Algibacter|Algibacter alginolytica	0.142
1295392	species	2|1224|1236|135623|641|657|1295392	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Photobacterium|Photobacterium gaetbulicola	0.142
293091	species	2157|28890|183963|1644055|1644056|293431|293091	Archaea|Euryarchaeota|Halobacteria|Haloferacales|Haloferacaceae|Haloquadratum|Haloquadratum walsbyi	0.028
1380358	species	2|1224|1236|135619|28256|2745|1380358	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas sp. 23_GOM-1509m	0.111
1821960	species	2|1224|1236|91347|1903412|635|1821960	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella anguillarum	0.028
983544	species	2|976|117743|200644|49546|291183|983544	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Lacinutrix|Lacinutrix sp. 5H-3-7-4	0.199
126740	species	2|200918|188708|2419|188709|2335|126740	Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga sp. RQ2	0.057
2746	species	2|1224|1236|135619|28256|2745|2746	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas elongata	0.003
2748	species	2|1239|91061|186826|186828|2747|2748	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Carnobacterium|Carnobacterium divergens	0.028
897	species	2|1224|28221|213118|213119|896|897	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfococcus|Desulfococcus multivorans	0.541
55601	species	2|1224|1236|135623|641|662|55601	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum	2.589
1007105	species	2|1224|28216|80840|506|305976|1007105	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Pusillimonas|Pusillimonas sp. T7-7	0.085
390884	species	2|976|768503|768507|563798|390846|390884	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Echinicola|Echinicola vietnamensis	0.028
1008460	species	2157|28890|183968|2258|2259|2260|1008460	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Pyrococcus|Pyrococcus yayanosii	0.028
39765	species	2|1224|1236|72273|135616|933|39765	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Thiomicrospira|Thiomicrospira crunogena	0.028
39766	species	2|1224|29547|213849|72293|202746|39766	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteraceae|Sulfurimonas|Sulfurimonas denitrificans	0.057
316279	species	2|1117||1890424|1890426|1129|316279	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. CC9902	0.114
46770	species	2157|651137||205948|205957|46769|46770	Archaea|Thaumarchaeota||Cenarchaeales|Cenarchaeaceae|Cenarchaeum|Cenarchaeum symbiosum	0.028
187493	species	2|1224|1236|135619|135620|187492|187493	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Thalassolituus|Thalassolituus oleivorans	0.907
158327	species	2|1224|1236|135619|224379|158481|158327	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Hahellaceae|Hahella|Hahella chejuensis	0.057
1427356	species	2|1224|28211|356|45401|81|1427356	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Hyphomicrobium|Hyphomicrobium nitrativorans	0.541
288	species	2|1224|1236|135622|267888|53246|288	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas atlantica	0.085
1306787	species	2|1224|1236|135619|224372|59753|1306787	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Alcanivoracaceae|Alcanivorax|Alcanivorax pacificus	0.057
29292	species	2157|28890|183968|2258|2259|2260|29292	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Pyrococcus|Pyrococcus abyssi	0.114
1094	species	2|1090|191410|191411|191412|1091|1094	Bacteria|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Chlorobium|Chlorobium phaeovibrioides	0.085
1096	species	2|1090|191410|191411|191412|1091|1096	Bacteria|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Chlorobium|Chlorobium phaeobacteroides	0.597
670	species	2|1224|1236|135623|641|662|670	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio parahaemolyticus	0.057
672	species	2|1224|1236|135623|641|662|672	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio vulnificus	0.114
673860	species	2157|28890||||379546|673860	Archaea|Euryarchaeota||||Aciduliprofundum|Aciduliprofundum sp. MAR08-339	0.028
1774273	species	2|976|117743|200644|49546|52959|1774273	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Polaribacter|Polaribacter vadi	0.028
467094	species	2|201174|84992|84993|84994|682522|467094	Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Acidimicrobiaceae|Ilumatobacter|Ilumatobacter coccineus	1.309
399736	species	2|201174|1760|85006|85023|46352|399736	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Microbacteriaceae|Agrococcus|Agrococcus jejuensis	0.028
754477	species	2|1224|1236|72273|135616|40222|754477	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Methylophaga|Methylophaga frappieri	0.028
2252	species	2157|28890|183963|1644055|1644056|2251|2252	Archaea|Euryarchaeota|Halobacteria|Haloferacales|Haloferacaceae|Haloferax|Haloferax mediterranei	0.085
171437	species	2|1224|28211|204441|41295|171436|171437	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Tistrella|Tistrella mobilis	0.651
1038856	species	2|1239|91061|1385|186818|1372|1038856	Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Planococcus|Planococcus plakortidis	0.057
160232	species	2157|192989||1890940|1890941|193568|160232	Archaea|Nanoarchaeota||Nanoarchaeales|Nanoarchaeaceae|Nanoarchaeum|Nanoarchaeum equitans	0.313
192843	species	2|1224|28216|80840|80864|28065|192843	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Rhodoferax|Rhodoferax ferrireducens	0.114
1298608	species	2|1224|1236|72274|468|497|1298608	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Psychrobacter|Psychrobacter sp. JCM 18900	1.309
1501269	species	2|1117||1890424|1213|1218|1501269	Bacteria|Cyanobacteria||Synechococcales|Prochloraceae|Prochlorococcus|Prochlorococcus sp. MIT 0801	0.085
421	species	2|1224|1236|135618|403|416|421	Bacteria|Proteobacteria|Gammaproteobacteria|Methylococcales|Methylococcaceae|Methylomonas|Methylomonas methanica	0.427
261964	species	2|1224|1236|135619|1920240|261963|261964	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Kangiellaceae|Kangiella|Kangiella koreensis	0.057
914150	species	2|1224|1236|135619|1920240|261963|914150	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Kangiellaceae|Kangiella|Kangiella geojedonensis	0.171
53633	species	2|1239|186801|186802|539000|28033|53633	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XVII. Incertae Sedis|Sulfobacillus|Sulfobacillus acidophilus	0.227
168695	species	2|201174|1760|85008|28056|168694|168695	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Salinispora|Salinispora tropica	0.733
373994	species	2|1117||1161|1185|373984|373994	Bacteria|Cyanobacteria||Nostocales|Rivulariaceae|Rivularia|Rivularia sp. PCC 7116	0.028
39152	species	2157|28890|183939|2182|2183|2184|39152	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanococcus|Methanococcus maripaludis	0.057
188908	species	2|1224|1236|135619|135620|188907|188908	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Oleispira|Oleispira antarctica	0.085
1229909	species	2157|651137||31932|338190|338191|1229909	Archaea|Thaumarchaeota||Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Candidatus Nitrosopumilus sediminis	0.341
1881061	species	2|1224|28211|204455|31989|152161|1881061	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Stappia|Stappia sp. ES.058	0.028
70799	species	2|1117||1161|1892259|159191|70799	Bacteria|Cyanobacteria||Nostocales|Aphanizomenonaceae|Nodularia|Nodularia spumigena	0.028
13773	species	2157|28889|183924|2266|2267|2276|13773	Archaea|Crenarchaeota|Thermoprotei|Thermoproteales|Thermoproteaceae|Pyrobaculum|Pyrobaculum aerophilum	0.057
1420916	species	2|1224|1236|135622|72275|2742|1420916	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter similis	0.028
1076588	species	2|1224|1236|||1608298|1076588	Bacteria|Proteobacteria|Gammaproteobacteria|||Thiolapillus|Thiolapillus brandeum	0.171
120577	species	2|1224|28211|356|118882|234|120577	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Brucella|Brucella ceti	0.028
387092	species	2|1224|29547|||269258|387092	Bacteria|Proteobacteria|Epsilonproteobacteria|||Nitratiruptor|Nitratiruptor sp. SB155-2	0.142
228	species	2|1224|1236|135622|267888|53246|228	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas haloplanktis	0.228
2189	species	2157|28890|183939|2182|196117|196119|2189	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanocaldococcaceae|Methanotorris|Methanotorris igneus	0.085
1348774	species	2|1224|28211|204457|335929|1295327|1348774	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Croceicoccus|Croceicoccus naphthovorans	0.028
1620421	species	2|1224|28211|356|69277|274591|1620421	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Phyllobacteriaceae|Hoeflea|Hoeflea sp. IMCC20628	0.028
159346	species	2|1224|28211|204455|31989|159345|159346	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Roseibacterium|Roseibacterium elongatum	0.055
246432	species	2|1239|91061|1385|90964|1279|246432	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus equorum	0.028
2434	species	2|1224|28211|204455|31989|2433|2434	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Roseobacter|Roseobacter denitrificans	0.114
959	species	2|1224|28221|213481|213483|958|959	Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio bacteriovorus	0.085
430914	species	2157|28890|183963|2235|2236|146825|430914	Archaea|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae|Halorhabdus|Halorhabdus tiamatea	0.227
1648404	species	2|1224|28211|204457|335929|1041|1648404	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Erythrobacter|Erythrobacter atlanticus	0.028
1292	species	2|1239|91061|1385|90964|1279|1292	Bacteria|Firmicutes|Bacilli|Bacillales|Staphylococcaceae|Staphylococcus|Staphylococcus warneri	0.711
43657	species	2|1224|1236|135622|267888|53246|43657	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas luteoviolacea	0.057
2724	species	2|1224|28211|204455|69657|2723|2724	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Hirschia|Hirschia baltica	0.042
58049	species	2|1224|1236|135622|267889|28228|58049	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Colwelliaceae|Colwellia|Colwellia sp. MT41	0.028
1897729	species	2|1224|1236|135619|28256|2745|1897729	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Halomonadaceae|Halomonas|Halomonas aestuarii	0.028
387093	species	2|1224|29547|||265570|387093	Bacteria|Proteobacteria|Epsilonproteobacteria|||Sulfurovum|Sulfurovum sp. NBC37-1	3.073
191493	species	2|201174|1760|85007|1653|1716|191493	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium sphenisci	0.028
133924	species	2|1224|28211|204455|31989|191028|133924	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Leisingera|Leisingera methylohalidivorans	0.114
1800	species	2|201174|1760|85007|1762|1763|1800	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Mycobacteriaceae|Mycobacterium|Mycobacterium chubuense	0.057
1510466	species	2157|651137||31932|338190|338191|1510466	Archaea|Thaumarchaeota||Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Candidatus Nitrosopumilus koreensis	0.028
80854.8	strain	2|1224|1236|135622|267891|58050|80854|80854.8	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Moritellaceae|Moritella|Moritella viscosa|Moritella viscosa strain	0.142
32003.1	strain	2|1224|28216|32003||||32003.1	Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales||||Nitrosomonadales strain	0.028
80854.3	strain	2|1224|1236|135622|267891|58050|80854|80854.3	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Moritellaceae|Moritella|Moritella viscosa|Moritella viscosa strain	0.057
80854.1	strain	2|1224|1236|135622|267891|58050|80854|80854.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Moritellaceae|Moritella|Moritella viscosa|Moritella viscosa strain	0.176
80854.6	strain	2|1224|1236|135622|267891|58050|80854|80854.6	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Moritellaceae|Moritella|Moritella viscosa|Moritella viscosa strain	0.199
80854.7	strain	2|1224|1236|135622|267891|58050|80854|80854.7	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Moritellaceae|Moritella|Moritella viscosa|Moritella viscosa strain	0.142
80854.5	strain	2|1224|1236|135622|267891|58050|80854|80854.5	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Moritellaceae|Moritella|Moritella viscosa|Moritella viscosa strain	0.028
1094.1	strain	2|1090|191410|191411|191412|1091|1094|1094.1	Bacteria|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Chlorobium|Chlorobium phaeovibrioides|Chlorobium phaeovibrioides strain	0.085
80852.8	strain	2|1224|1236|135623|641|511678|80852|80852.8	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio wodanis|Aliivibrio wodanis strain	0.028
80852.6	strain	2|1224|1236|135623|641|511678|80852|80852.6	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio wodanis|Aliivibrio wodanis strain	0.057
80852.7	strain	2|1224|1236|135623|641|511678|80852|80852.7	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio wodanis|Aliivibrio wodanis strain	0.028
80852.1	strain	2|1224|1236|135623|641|511678|80852|80852.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio wodanis|Aliivibrio wodanis strain	0.028
80852.3	strain	2|1224|1236|135623|641|511678|80852|80852.3	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio wodanis|Aliivibrio wodanis strain	0.171
55601.14	strain	2|1224|1236|135623|641|662|55601|55601.14	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum|Vibrio anguillarum strain	0.057
316.3	strain	2|1224|1236|72274|135621|286|316|316.3	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas stutzeri|Pseudomonas stutzeri strain	0.085
663.2	strain	2|1224|1236|135623|641|662|663|663.2	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio alginolyticus|Vibrio alginolyticus strain	0.028
320324.1	strain	2|976|117743|200644|49546|225842|320324|320324.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Formosa|Formosa agariphila|Formosa agariphila strain	0.057
1096.1	strain	2|1090|191410|191411|191412|1091|1096|1096.1	Bacteria|Chlorobi|Chlorobia|Chlorobiales|Chlorobiaceae|Chlorobium|Chlorobium phaeobacteroides|Chlorobium phaeobacteroides strain	0.597
1434100.1	strain	2157|28890|224756|94695|2206|2207|1434100|1434100.1	Archaea|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina sp. MTP4|Methanosarcina sp. MTP4 strain	0.028
1883.2	strain	2|201174|1760|85011|2062|1883||1883.2	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces||Streptomyces strain	0.142
1883.3	strain	2|201174|1760|85011|2062|1883||1883.3	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces||Streptomyces strain	0.398
314275.12	strain	2|1224|1236|135622|72275|226|314275|314275.12	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas mediterranea|Alteromonas mediterranea strain	0.002
669.1	strain	2|1224|1236|135623|641|662|669|669.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio harveyi|Vibrio harveyi strain	0.085
73913.1	strain	2157|28890|183939|2182|196117|196118|73913|73913.1	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanocaldococcaceae|Methanocaldococcus|Methanocaldococcus vulcanius|Methanocaldococcus vulcanius strain	0.085
387092.1	strain	2|1224|29547|||269258|387092|387092.1	Bacteria|Proteobacteria|Epsilonproteobacteria|||Nitratiruptor|Nitratiruptor sp. SB155-2|Nitratiruptor sp. SB155-2 strain	0.142
1219.11	strain	2|1117||1890424|1213|1218|1219|1219.11	Bacteria|Cyanobacteria||Synechococcales|Prochloraceae|Prochlorococcus|Prochlorococcus marinus|Prochlorococcus marinus strain	0.171
1219.10	strain	2|1117||1890424|1213|1218|1219|1219.10	Bacteria|Cyanobacteria||Synechococcales|Prochloraceae|Prochlorococcus|Prochlorococcus marinus|Prochlorococcus marinus strain	0.057
959.1	strain	2|1224|28221|213481|213483|958|959|959.1	Bacteria|Proteobacteria|Deltaproteobacteria|Bdellovibrionales|Bdellovibrionaceae|Bdellovibrio|Bdellovibrio bacteriovorus|Bdellovibrio bacteriovorus strain	0.085
2280.1	strain	2157|28889|183924|114380|2272|2279|2280|2280.1	Archaea|Crenarchaeota|Thermoprotei|Desulfurococcales|Desulfurococcaceae|Staphylothermus|Staphylothermus marinus|Staphylothermus marinus strain	0.085
55601.2	strain	2|1224|1236|135623|641|662|55601|55601.2	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum|Vibrio anguillarum strain	0.028
1648404.1	strain	2|1224|28211|204457|335929|1041|1648404|1648404.1	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Erythrobacter|Erythrobacter atlanticus|Erythrobacter atlanticus strain	0.028
55601.6	strain	2|1224|1236|135623|641|662|55601|55601.6	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum|Vibrio anguillarum strain	0.085
73919.1	strain	2|1239|186801|186802|539000|73918|73919|73919.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XVII. Incertae Sedis|Thermaerobacter|Thermaerobacter marianensis|Thermaerobacter marianensis strain	0.057
430914.1	strain	2157|28890|183963|2235|2236|146825|430914|430914.1	Archaea|Euryarchaeota|Halobacteria|Halobacteriales|Halobacteriaceae|Halorhabdus|Halorhabdus tiamatea|Halorhabdus tiamatea strain	0.227
187878.1	strain	2157|28890|183968|2258|2259|2263|187878|187878.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus gammatolerans|Thermococcus gammatolerans strain	0.057
126740.1	strain	2|200918|188708|2419|188709|2335|126740|126740.1	Bacteria|Thermotogae|Thermotogae|Thermotogales|Thermotogaceae|Thermotoga|Thermotoga sp. RQ2|Thermotoga sp. RQ2 strain	0.057
754477.1	strain	2|1224|1236|72273|135616|40222|754477|754477.1	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Methylophaga|Methylophaga frappieri|Methylophaga frappieri strain	0.028
159346.1	strain	2|1224|28211|204455|31989|159345|159346|159346.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Roseibacterium|Roseibacterium elongatum|Roseibacterium elongatum strain	0.055
31989.1	strain	2|1224|28211|204455|31989|||31989.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|||Rhodobacteraceae strain	0.142
1219.7	strain	2|1117||1890424|1213|1218|1219|1219.7	Bacteria|Cyanobacteria||Synechococcales|Prochloraceae|Prochlorococcus|Prochlorococcus marinus|Prochlorococcus marinus strain	0.114
80852.21	strain	2|1224|1236|135623|641|511678|80852|80852.21	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio wodanis|Aliivibrio wodanis strain	0.057
29292.1	strain	2157|28890|183968|2258|2259|2260|29292|29292.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Pyrococcus|Pyrococcus abyssi|Pyrococcus abyssi strain	0.114
673860.1	strain	2157|28890||||379546|673860|673860.1	Archaea|Euryarchaeota||||Aciduliprofundum|Aciduliprofundum sp. MAR08-339|Aciduliprofundum sp. MAR08-339 strain	0.028
1760.3	strain	2|201174|1760|||||1760.3	Bacteria|Actinobacteria|Actinobacteria|||||Actinobacteria strain	0.057
1515.1	strain	2|1239|186801|186802|541000|1508657|1515|1515.1	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|Ruminiclostridium thermocellum|Ruminiclostridium thermocellum strain	0.057
293091.1	strain	2157|28890|183963|1644055|1644056|293431|293091|293091.1	Archaea|Euryarchaeota|Halobacteria|Haloferacales|Haloferacaceae|Haloquadratum|Haloquadratum walsbyi|Haloquadratum walsbyi strain	0.028
228.2	strain	2|1224|1236|135622|267888|53246|228|228.2	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas haloplanktis|Pseudoalteromonas haloplanktis strain	0.085
228.1	strain	2|1224|1236|135622|267888|53246|228|228.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas haloplanktis|Pseudoalteromonas haloplanktis strain	0.142
342948.1	strain	2157|28890|183968|2258|2259|2263|342948|342948.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus onnurineus|Thermococcus onnurineus strain	0.028
244787.1	strain	2|1224|29547|235899|224467|191291|244787|244787.1	Bacteria|Proteobacteria|Epsilonproteobacteria|Nautiliales|Nautiliaceae|Nautilia|Nautilia profundicola|Nautilia profundicola strain	0.028
131112.1	strain	2|201174|1760|2037|2049|28263|131112|131112.1	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Arcanobacterium|Arcanobacterium phocae|Arcanobacterium phocae strain	0.028
1760.4	strain	2|201174|1760|||||1760.4	Bacteria|Actinobacteria|Actinobacteria|||||Actinobacteria strain	0.028
1003110.1	strain	2|201174|1760|85008|28056|84593|1003110|1003110.1	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Verrucosispora|Verrucosispora maris|Verrucosispora maris strain	0.291
135577.1	strain	2|1224|1236|135622|267893|135575|135577|135577.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Idiomarinaceae|Idiomarina|Idiomarina loihiensis|Idiomarina loihiensis strain	0.028
1238.6	strain	2|1224|1236|72273|135616|1237|1238|1238.6	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Piscirickettsia|Piscirickettsia salmonis|Piscirickettsia salmonis strain	0.057
55601.13	strain	2|1224|1236|135623|641|662|55601|55601.13	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum|Vibrio anguillarum strain	0.028
55601.10	strain	2|1224|1236|135623|641|662|55601|55601.10	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum|Vibrio anguillarum strain	0.398
120577.1	strain	2|1224|28211|356|118882|234|120577|120577.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Brucella|Brucella ceti|Brucella ceti strain	0.028
1763536.1	strain	2|1224|1236|135622|267889|1518149|1763536|1763536.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Colwelliaceae|Thalassotalea|Thalassotalea sp. LPB0090|Thalassotalea sp. LPB0090 strain	0.085
44251.1	strain	2|1239|91061|1385|186822|44249|44251|44251.1	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus durus|Paenibacillus durus strain	0.085
467094.1	strain	2|201174|84992|84993|84994|682522|467094|467094.1	Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Acidimicrobiaceae|Ilumatobacter|Ilumatobacter coccineus|Ilumatobacter coccineus strain	1.309
1288970.1	strain	2|1224|28211|204441|41295|1182780|1288970|1288970.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Magnetospira|Magnetospira sp. QH-2|Magnetospira sp. QH-2 strain	0.108
680279.1	strain	2|1224|1236|135622|72275|261825|680279|680279.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Agarivorans|Agarivorans gilvus|Agarivorans gilvus strain	0.028
